Отчет Наличие товаров к дате;;;;;;;;;;
;;;;;;;;;;
;;;Код;Группа;Товар;Ед. изм.;Количество;Приходная цена;Приходная ст-сть;
;;;97671;Для дома;Пищевая пленка Большая;шт.;8,000;142,00;1136,00;
;;;1118766;Игрушки;Мыльный пистолет;шт.;2,000;275,00;550,00;
;;;98109;Напитки/Вода;Шовда 0.5л;шт.;38,000;15,67;595,33;
;;;105004;Хлеб/Хлеб1;Хлеб Кукурузный;шт.;29,000;35,00;1015,00;
;;;96919;Продукты Питания/Молочка/Сметана/Творог;Сметана Кубанская буренка 300гр 25пр;шт.;4,000;135,00;540,00;
;;;1379;Сладкое/Мармелад/Драже/Карамель/Мармелад;Мармелад Бебето полоски;шт.;10,000;39,06;390,60;
;;;1119535;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Кисель брикет 180 гр;шт.;8,000;29,00;232,00;
;;;535;Весовые товары/Выпечка;Конфеты 15 грамм золота;кг;2,696;709,00;1911,46;
;;;110187;Сушеные Рыба/Говядина;Рыба Соломка Стейка 15гр Флотская;шт.;8,000;34,78;278,24;
;;;789;Весовые товары/Выпечка;Вафли Лимонные Альфа;кг;1,930;222,67;429,75;
;;;1118569;Продукты Питания/Молочка/Йогурт/Пудинг;Йогурт даниссимо с шариками карамель 105 гр;шт.;3,000;69,99;209,97;
;;;2000999844091;Детские товары;Набор погремушек в пакете;шт.;4,000;425,00;1700,00;
;;;97933;Химия/Для себя/Бритвы;Лезвия Бик 5шт;шт.;80,000;55,25;4420,00;
;;;336;Весовые товары/Мясное;ММ Куриное Бедро варено-капченое, кат.А;кг;0,018;470,00;8,46;
;;;1203;Напитки/Чай/Кисель;Чай Азер 400 гр;шт.;4,000;310,00;1240,00;
;;;1118069;Масла/Масла подсолнечные/оливковое;Масло корона кавказа 1 л;шт.;7,000;117,00;819,00;
;;;1119393;Фрукты/Сухофрукты;Козинак с соленой карамелью 150 гр;шт.;1,000;37,09;37,09;
;;;104872;Продукты Питания/Молочка/Сыр/Копченый Сыр;Сыр Спагетти 100гр;шт.;10,000;59,00;590,00;
;;;94847;Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар;Сахар 1кг Цолода;шт.;1,000;65,00;65,00;
;;;1118020;Фрукты/Овощи/Зелень;мармелад ред;шт.;22,000;300,00;6600,00;
;;;1118552;Сладкое/Мармелад/Драже/Карамель/Мармелад;Мармелад крутой микс 70 гр;шт.;1,000;75,70;75,70;
;;;102976;Сладкое/Домашняя выпечка;Трайфл Евро Азбука Вкуса;шт.;4,000;175,00;700,00;
;;;471;Весовые товары/Драже;Парварда ассорти 6мес (Альфа);кг;2,586;214,67;555,13;
;;;96962;Масла/Масла сливочные;Масло сливочное крестьянское 250гр Дарман;шт.;8,000;290,00;2320,00;
;;;108015;Продукты Питания/Молочка/Сметана/Творог;Сметана Дарман 180гр 15пр;шт.;4,000;74,00;296,00;
;;;98217;Кошачьи товары;Корм для кошек вискас 350гр;шт.;11,000;129,99;1429,89;
;;;1118820;Напитки/Соки;Кола финик 0.240 мл;шт.;51,000;87,50;4462,50;
;;;109067;Служебная группа;Кузя Лакомка Кукурузные Палочки 100гр;шт.;1,000;63,37;63,37;
;;;1119343;Химия/Для себя/Крем;Влажные салфетки аура 15 шт;шт.;3,000;13,40;40,20;
;;;1148;Продукты Питания/Молочка/Йогурт/Пудинг;Йогурт фруттис 110гр 0.1пр;шт.;12,000;26,32;315,84;
;;;1119206;Сладкое/Прочее/Киндер;Кранчи А4 80 гр;шт.;2,000;59,20;118,40;
;;;109518;Напитки/Кофе/Какао/Сливки/Кофе;Кофе 500гр Арабика Кофейня На Паяхь;шт.;1,000;600,00;600,00;
;;;1119769;Продукты Питания/Консервы;Печень трески золотистая рыбка 250 гр;шт.;4,000;334,17;1336,68;
;;;1117371;Продукты Питания/Консервы/Мясо;Иваси 250 гр;шт.;3,000;107,29;321,87;
;;;103348;Сладкое/Мороженое;Пломбир в вафлях КизК;шт.;4,000;59,00;236,00;
;;;2000999844422;Сладкое/Мармелад/Драже/Карамель/Мармелад;Мармелад утенок 12 гр;шт.;30,000;11,00;330,00;
;;;1119755;Хлеб/Фаст Фуд;Бургер фирменный;шт.;7,000;100,00;700,00;
;;;2000999844212;Детские товары;Бимбо кондиционер для белья 1л;шт.;2,000;183,00;366,00;
;;;1118227;Детские товары;Детская присыпка лулу;шт.;3,000;200,00;600,00;
;;;96326;Масла/Масла сливочные;Масло сливочное чабан 180гр 82.5пр;шт.;10,000;235,00;2350,00;
;;;109468;Напитки/Вода;Донат 1л;шт.;1,000;284,00;284,00;
;;;94861;Продукты Питания/Мука/Сахар/Соль/Крахмал;Соль илецкая 1000гр РУССОЛЬ;шт.;41,000;25,00;1025,00;
;;;95149;Сладкое/Шоколадные плитки/пасты;Плитки 100гр RITTER SPORT;шт.;3,000;166,00;498,00;
;;;265;Весовые товары/Вафли вес;Зефир Бело-розовый 4мес (АЛЬФА) 87дн;кг;7,440;208,00;1547,52;
;;;1119480;Химия/Для себя/Шампунь;Гель для душа фа мужской 250 мл;шт.;5,000;85,00;425,00;
;;;102883;Детские товары;Подгузники Молфикс 2-ка 68шт;шт.;1,000;590,00;590,00;
;;;1118511;Химия/Ароматная;Армотизатор воздуха черная смородина 250 мл;шт.;2,000;106,02;212,04;
;;;189;Весовые товары/Выпечка;Печенье Курабье 6мес Альфа;кг;2,092;211,43;442,31;
;;;1119165;Продукты Питания/Консервы/Зелень;Кондиционер перос лаванда 1 л;шт.;3,000;174,00;522,00;
;;;1115565;Продукты Питания/Павильное Питание;Батончик Нут-Го миндаль/аразис 36гр;шт.;2,000;36,46;72,92;
;;;1119316;Продукты Питания/Быстрое питание;Соус булдак 200 мл;шт.;4,000;433,00;1732,00;
;;;107550;Чипсы/Лейс;Лейс 70гр Паприка;шт.;50,000;66,00;3300,00;
;;;105266;Служебная группа;Глаз 12гр;шт.;99,000;11,49;1137,51;
;;;1118847;Напитки/Соки;Миринда яблоко жб 330 мл;шт.;2,000;65,42;130,83;
;;;100599;Продукты Питания/Молочка/Сыр/Копченый Сыр;Сыр Горянка нежный 2.5кг 40пр;шт.;1,000;1320,00;1320,00;
;;;2000999844290;Детские товары;Грызунок сказка 0 месяцев;шт.;2,000;77,00;154,00;
;;;2000999844179;Сладкое/Прочее/Милка;Карамель микрофон 5 гр;шт.;30,000;19,95;598,50;
;;;392;Весовые товары/Мясное;АМ Курдюк бараний;кг;1,457;1576,29;2296,66;
;;;108307;Продукты Питания/Молочка/Сметана/Творог;Сметана Дарман 180гр 20пр;шт.;2,000;82,00;164,00;
;;;1115753;Детские товары;Бутылка Малышам Широкая 330мл;шт.;5,000;200,00;1000,00;
;;;1119440;Сладкое;Мягкая карамель 300 гр;шт.;2,000;79,99;159,98;
;;;95926;Детские товары;Подгузники Хелен харпер Аэр Комфорт 5-ка;шт.;4,000;599,00;2396,00;
;;;97698;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Соус Кисло Сладкий с чили 230гр Махеев;шт.;2,000;78,42;156,84;
;;;324;Весовые товары/Выпечка;Печенье Затяжное Армавирское (Альфа);кг;2,238;160,86;360,00;
;;;2000999843963;Химия/Для себя;Тенисные мячи 3 шт;шт.;2,000;200,00;400,00;
;;;99090;Напитки/Вода;Серноводская 5л;шт.;7,000;65,08;455,56;
;;;1116960;Игрушки;Нива на пульте;шт.;2,000;1150,00;2300,00;
;;;1119232;Сладкое/Шоколадные плитки/пасты;Зефир воздушный 180 гр;шт.;1,000;55,99;55,99;
;;;98323;Продукты Питания/Крупы/Макароны/Хлопья;Макароны 400гр Исмаил ассорти;шт.;24,000;26,00;624,00;
;;;1118960;Напитки/Чай/Кисель;Чай Муслим 900 гр;шт.;3,000;1250,00;3750,00;
;;;2000999843997;ДЛЯ КАССЫ/Аксессуары;Батарейки перферо392;шт.;2,000;120,00;240,00;
;;;1116968;Сладкое/Батончики/бисквиты/Батончики/Пирожные;Батончик вафер ролл баунти;шт.;20,000;40,00;800,00;
;;;1119584;Для дома;Набор отверок зеленый;шт.;3,000;600,00;1800,00;
;;;64;Весовые товары/Вес;ВС Козинаки семечка глазированная;кг;3,828;291,60;1116,24;
;;;1119302;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Зеленый горошек бондюэль 360 гр;шт.;2,000;128,32;256,64;
;;;2000999844148;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Булгур корона кавказа 1 кг;шт.;6,000;88,00;528,00;
;;;99264;Продукты Питания/Молочка/Йогурт/Пудинг;Йогурт Чудо 290гр;шт.;12,000;82,92;995,02;
;;;1118771;Игрушки;Ленд крузер на пульте;шт.;1,000;520,00;520,00;
;;;2000999844067;Напитки/Соки;Мед натуральный степной 370 гр;шт.;2,000;204,70;409,40;
;;;107627;Сигареты;Классик Ултима Слимс;шт.;15,000;170,00;2550,00;
;;;1117184;Чипсы;Хот ланч острая курица 50 гр;шт.;22,000;16,10;354,20;
;;;100800;Продукты Питания;лепешки тортильи деликадос 400гр;шт.;1,000;146,41;146,41;
;;;1118460;Химия/Бытовая химия;Азелит антижир для казана 600 мл;шт.;13,000;130,00;1690,00;
;;;96643;Детские товары;Подгузники Памперс джамбо пак 4 70шт;шт.;3,000;1090,00;3270,00;
;;;111010;Сладкое/Домашняя выпечка;Орешки 350гр Альфия Карамель;шт.;4,000;154,00;616,00;
;;;2000999844139;Весовые товары/Мясное;Коктейль из морепродуктов в масле 200 гр;шт.;1,000;198,00;198,00;
;;;1116906;ДЛЯ КАССЫ/Кухня;Коктейл молоч белковый Чок милк Ассорти 480 мл;шт.;4,000;155,00;620,00;
;;;97011;Сладкое/Шоколадные плитки/пасты;Чококрем 400гр Улкер;шт.;4,000;340,00;1360,00;
;;;101616;Посуда;Накладные простые;шт.;22,000;20,00;440,00;
;;;1119625;Игрушки;Игровой набор доска с утюгом;шт.;1,000;1000,00;1000,00;
;;;2000999844097;Кошачьи товары;Корм феликс 75 гр  желе;шт.;14,000;25,00;350,00;
;;;149;Весовые товары/Конфеты;Конфеты Как Так;кг;3,484;439,36;1530,73;
;;;980;Весовые товары/Выпечка;Печенье Сахарное Агеевское в Глазурии (Альфа);кг;2,048;400,33;819,88;
;;;286;Весовые товары/Мясное;МД Абуев Колбаса Чеченская;кг;3,251;435,00;1414,19;
;;;1119022;ДЛЯ КАССЫ/Посуда;Чайник заварочный 1.2 л;шт.;1,000;545,00;545,00;
;;;106572;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Майонез Слобода Шашлычный 320гр;шт.;2,000;82,23;164,46;
;;;1118413;Сладкое/Мороженое;Мороженое сэндвич BITE ME 80 гр;шт.;7,000;72,00;504,00;
;;;103242;Продукты Питания/Молочка/Сыр/Копченый Сыр;Сыр Косичка Кизлярская;шт.;3,000;75,00;225,00;
;;;109515;Сладкое/Вафли/Зефир;Печенье БелВита 253гр Какао;шт.;4,000;159,99;639,96;
;;;96541;Продукты Питания/Молочка/Сыр/Копченый Сыр;Сыр творожный 140гр Хохланд;шт.;6,000;87,99;527,94;
;;;1119461;Химия/Для себя;Пемза зингер дерево;шт.;8,000;125,00;1000,00;
;;;107329;Кошачьи товары;Корм Для Кошек 75гр Феликс Бекон;шт.;5,000;25,99;129,95;
;;;107419;Сладкое/Мороженое;Мороженое Экзо 520гр;шт.;1,000;400,00;400,00;
;;;2000999844318;Детские товары;Лулу шампунь и гель 300 мл;шт.;3,000;317,00;951,00;
;;;107770;Сладкое/Мармелад/Драже/Карамель/Мармелад;Мармелад 20г Секрет лав;шт.;13,000;15,56;202,28;
